flowtime, dM3R1, dM3R2, dM3R3, dM3R4, dM3R5, dM3R6, dM3R7, dM3R8, dM3R9, dM3R10, dM3R11, dM3R12, dM3R13, dM3R14, dM(mass_num)R15
1.0, 0.9999999999999973 - 7.589415207398531e-19im, 0.9999999999999981 - 3.469446951953614e-17im, 1.0000000000000029 - 3.469446951953614e-17im, 1.0000000000000056 + 2.6020852139652106e-17im, 1.0000000000000058 + 0.0im, 1.0000000000000033 - 1.3877787807814457e-17im, 1.0000000000000013 - 4.163336342344337e-17im, 0.9999999999999942 + 5.551115123125783e-17im, 0.9999999999999953 - 1.3877787807814457e-17im, 1.0000000000000033 - 8.326672684688674e-17im, 1.000000000000004 + 4.85722573273506e-17im, 0.9999999999999964 + 4.163336342344337e-17im, 0.9999999999999949 - 6.938893903907228e-18im, 1.0000000000000013 + 3.469446951953614e-17im, 1.0000000000000004 + 1.3877787807814457e-17im
1.1, 0.999999999999994 - 8.673617379884035e-19im, 0.9999999999999979 - 4.85722573273506e-17im, 1.0000000000000033 - 2.0816681711721685e-17im, 1.0000000000000044 + 2.7755575615628914e-17im, 1.0000000000000069 + 0.0im, 1.0000000000000049 - 1.3877787807814457e-17im, 0.9999999999999983 - 2.7755575615628914e-17im, 0.9999999999999967 + 5.551115123125783e-17im, 0.9999999999999948 + 0.0im, 1.0000000000000038 - 6.938893903907228e-17im, 1.000000000000002 + 5.204170427930421e-17im, 0.9999999999999968 + 5.551115123125783e-17im, 0.9999999999999941 - 1.3877787807814457e-17im, 1.0000000000000002 + 2.0816681711721685e-17im, 1.0000000000000013 - 6.938893903907228e-18im
1.2, 0.9999999999999938 - 1.5178830414797062e-18im, 0.9999999999999997 - 2.7755575615628914e-17im, 1.0000000000000018 - 2.7755575615628914e-17im, 1.0000000000000027 + 1.734723475976807e-17im, 1.0000000000000056 + 8.673617379884035e-18im, 1.0000000000000047 + 1.3877787807814457e-17im, 1.0000000000000009 - 2.7755575615628914e-17im, 0.9999999999999976 - 8.326672684688674e-17im, 0.9999999999999952 - 2.0816681711721685e-17im, 1.0000000000000044 - 8.326672684688674e-17im, 1.0000000000000027 + 5.551115123125783e-17im, 0.9999999999999989 + 6.938893903907228e-17im, 0.9999999999999918 + 0.0im, 1.0000000000000024 + 3.469446951953614e-17im, 1.0000000000000002 - 2.0816681711721685e-17im
1.3, 0.9999999999999949 - 1.0842021724855044e-18im, 0.9999999999999984 - 8.326672684688674e-17im, 1.0000000000000038 - 6.938893903907228e-18im, 1.0000000000000047 + 2.0816681711721685e-17im, 1.0000000000000075 + 6.938893903907228e-18im, 1.0000000000000033 + 1.3877787807814457e-17im, 1.000000000000003 + 1.3877787807814457e-16im, 0.9999999999999973 - 1.3877787807814457e-16im, 0.9999999999999961 - 6.938893903907228e-17im, 1.0000000000000036 - 9.71445146547012e-17im, 1.000000000000002 + 5.4643789493269423e-17im, 0.9999999999999986 + 1.1102230246251565e-16im, 0.9999999999999921 - 1.3877787807814457e-17im, 1.0000000000000004 + 1.3877787807814457e-17im, 1.0 - 4.163336342344337e-17im
1.4, 0.9999999999999934 - 1.0842021724855044e-18im, 0.9999999999999976 - 1.1102230246251565e-16im, 1.000000000000003 - 6.938893903907228e-18im, 1.0000000000000044 + 2.0816681711721685e-17im, 1.0000000000000075 - 3.469446951953614e-18im, 1.0000000000000047 - 2.7755575615628914e-17im, 1.0000000000000038 + 5.551115123125783e-17im, 0.9999999999999964 - 2.498001805406602e-16im, 0.9999999999999943 - 9.71445146547012e-17im, 1.0000000000000058 - 5.551115123125783e-17im, 1.0000000000000022 + 5.551115123125783e-17im, 0.9999999999999983 + 8.326672684688674e-17im, 0.999999999999994 + 4.163336342344337e-17im, 1.0000000000000004 + 0.0im, 0.9999999999999987 - 3.469446951953614e-17im
1.5, 0.9999999999999949 - 8.673617379884035e-19im, 0.9999999999999966 - 8.326672684688674e-17im, 1.0000000000000053 - 6.938893903907228e-18im, 1.0000000000000056 + 2.0816681711721685e-17im, 1.0000000000000075 - 3.469446951953614e-18im, 1.0000000000000024 - 2.7755575615628914e-17im, 1.0000000000000049 + 8.326672684688674e-17im, 0.9999999999999959 - 2.7755575615628914e-16im, 0.9999999999999962 - 1.1102230246251565e-16im, 1.000000000000007 - 1.1102230246251565e-16im, 1.0000000000000013 + 4.85722573273506e-17im, 0.999999999999997 + 1.942890293094024e-16im, 0.9999999999999941 + 1.3877787807814457e-17im, 0.9999999999999996 - 2.7755575615628914e-17im, 0.9999999999999974 - 4.163336342344337e-17im
1.6, 0.9999999999999923 - 1.3010426069826053e-18im, 0.9999999999999964 - 2.7755575615628914e-17im, 1.0000000000000056 + 0.0im, 1.0000000000000047 - 6.938893903907228e-18im, 1.0000000000000062 - 1.734723475976807e-17im, 1.0000000000000018 - 4.163336342344337e-17im, 1.000000000000004 + 1.6653345369377348e-16im, 0.9999999999999958 - 5.551115123125783e-17im, 0.9999999999999938 - 1.3877787807814457e-16im, 1.0000000000000064 - 1.1102230246251565e-16im, 1.0000000000000016 + 6.591949208711867e-17im, 0.999999999999997 + 1.942890293094024e-16im, 0.9999999999999957 + 4.163336342344337e-17im, 0.999999999999998 + 0.0im, 0.999999999999997 - 6.938893903907228e-17im
1.7, 0.9999999999999901 - 2.6020852139652106e-18im, 0.9999999999999977 - 1.1102230246251565e-16im, 1.0000000000000073 - 6.938893903907228e-18im, 1.0000000000000067 - 6.938893903907228e-18im, 1.0000000000000073 - 2.7755575615628914e-17im, 1.0000000000000027 - 5.551115123125783e-17im, 1.0000000000000038 + 1.6653345369377348e-16im, 0.999999999999996 - 1.6653345369377348e-16im, 0.9999999999999942 - 5.551115123125783e-17im, 1.000000000000008 - 1.1102230246251565e-16im, 1.000000000000001 + 6.245004513516506e-17im, 0.9999999999999959 + 1.6653345369377348e-16im, 0.9999999999999941 + 8.326672684688674e-17im, 1.0000000000000007 - 1.3877787807814457e-17im, 0.9999999999999984 - 2.7755575615628914e-17im
1.8, 0.9999999999999878 - 1.734723475976807e-18im, 0.9999999999999963 - 2.220446049250313e-16im, 1.0000000000000095 - 1.3877787807814457e-17im, 1.0000000000000058 - 6.938893903907228e-18im, 1.0000000000000067 - 2.7755575615628914e-17im, 1.000000000000003 + 2.7755575615628914e-17im, 1.0000000000000018 + 1.1102230246251565e-16im, 0.9999999999999946 + 0.0im, 0.9999999999999939 - 2.7755575615628914e-17im, 1.000000000000009 - 1.3877787807814457e-16im, 0.9999999999999998 + 6.245004513516506e-17im, 0.9999999999999971 + 1.942890293094024e-16im, 0.9999999999999934 + 6.938893903907228e-17im, 0.9999999999999998 + 0.0im, 0.9999999999999993 - 2.7755575615628914e-17im
1.9, 0.9999999999999897 - 3.469446951953614e-18im, 0.9999999999999978 - 3.0531133177191805e-16im, 1.0000000000000095 - 6.938893903907228e-17im, 1.0000000000000062 - 2.0816681711721685e-17im, 1.0000000000000064 - 1.3877787807814457e-17im, 1.0000000000000016 - 5.551115123125783e-17im, 1.0000000000000029 + 1.1102230246251565e-16im, 0.9999999999999946 - 1.1102230246251565e-16im, 0.9999999999999925 - 1.942890293094024e-16im, 1.000000000000009 - 1.3877787807814457e-16im, 0.9999999999999988 + 7.632783294297951e-17im, 0.9999999999999976 + 2.220446049250313e-16im, 0.9999999999999944 + 2.7755575615628914e-17im, 1.0000000000000016 - 5.551115123125783e-17im, 0.9999999999999997 - 2.7755575615628914e-17im
2.0, 0.9999999999999905 + 0.0im, 0.9999999999999969 - 2.7755575615628914e-16im, 1.0000000000000107 - 4.163336342344337e-17im, 1.000000000000007 - 2.7755575615628914e-17im, 1.0000000000000078 - 3.469446951953614e-17im, 1.0000000000000013 - 5.551115123125783e-17im, 1.0000000000000033 + 2.7755575615628914e-16im, 0.9999999999999938 + 1.6653345369377348e-16im, 0.999999999999992 - 8.326672684688674e-17im, 1.0000000000000078 - 1.6653345369377348e-16im, 0.9999999999999984 + 7.632783294297951e-17im, 0.9999999999999987 + 2.498001805406602e-16im, 0.9999999999999957 + 5.551115123125783e-17im, 1.0000000000000022 - 2.7755575615628914e-17im, 0.9999999999999973 - 4.163336342344337e-17im
2.1, 0.9999999999999915 - 2.6020852139652106e-18im, 0.9999999999999979 - 2.498001805406602e-16im, 1.00000000000001 - 2.7755575615628914e-17im, 1.0000000000000067 - 2.42861286636753e-17im, 1.000000000000006 - 2.7755575615628914e-17im, 1.0000000000000033 - 2.7755575615628914e-17im, 1.0000000000000022 + 3.3306690738754696e-16im, 0.9999999999999946 + 2.7755575615628914e-16im, 0.9999999999999922 - 5.551115123125783e-17im, 1.000000000000007 - 1.1102230246251565e-16im, 0.9999999999999999 + 8.326672684688674e-17im, 0.9999999999999972 + 2.7755575615628914e-16im, 0.9999999999999939 + 1.1102230246251565e-16im, 1.0000000000000018 + 5.551115123125783e-17im, 0.999999999999997 - 2.7755575615628914e-17im
2.2, 0.9999999999999907 - 2.6020852139652106e-18im, 0.9999999999999957 - 2.220446049250313e-16im, 1.0000000000000102 - 2.7755575615628914e-17im, 1.0000000000000069 - 3.8163916471489756e-17im, 1.0000000000000053 - 1.3877787807814457e-17im, 1.0000000000000016 - 8.326672684688674e-17im, 1.0000000000000029 + 2.220446049250313e-16im, 0.9999999999999944 + 2.7755575615628914e-16im, 0.9999999999999912 + 5.551115123125783e-17im, 1.0000000000000067 - 1.1102230246251565e-16im, 1.000000000000001 + 9.71445146547012e-17im, 0.9999999999999988 + 2.7755575615628914e-16im, 0.9999999999999928 + 1.942890293094024e-16im, 1.000000000000001 + 1.3877787807814457e-16im, 0.9999999999999948 - 2.7755575615628914e-17im
2.3, 0.9999999999999909 + 1.734723475976807e-18im, 0.9999999999999951 - 4.996003610813204e-16im, 1.0000000000000124 - 4.163336342344337e-17im, 1.0000000000000082 - 5.551115123125783e-17im, 1.000000000000006 - 5.551115123125783e-17im, 1.0000000000000016 - 5.551115123125783e-17im, 1.0000000000000058 + 5.551115123125783e-17im, 0.999999999999996 + 3.885780586188048e-16im, 0.9999999999999916 + 1.6653345369377348e-16im, 1.000000000000005 - 1.1102230246251565e-16im, 0.9999999999999998 + 1.3877787807814457e-16im, 0.999999999999998 + 1.6653345369377348e-16im, 0.999999999999993 + 2.7755575615628914e-16im, 1.0 + 1.942890293094024e-16im, 0.9999999999999942 - 4.163336342344337e-17im
2.4, 0.9999999999999922 - 6.938893903907228e-18im, 0.9999999999999941 - 3.885780586188048e-16im, 1.0000000000000135 - 9.71445146547012e-17im, 1.0000000000000089 - 6.245004513516506e-17im, 1.0000000000000053 - 6.938893903907228e-17im, 0.9999999999999997 - 1.3877787807814457e-16im, 1.0000000000000058 - 1.1102230246251565e-16im, 0.9999999999999978 + 2.220446049250313e-16im, 0.9999999999999908 + 2.220446049250313e-16im, 1.0000000000000042 - 1.249000902703301e-16im, 0.9999999999999993 + 1.249000902703301e-16im, 0.9999999999999971 + 1.6653345369377348e-16im, 0.9999999999999927 + 3.3306690738754696e-16im, 1.0000000000000013 + 2.498001805406602e-16im, 0.9999999999999946 - 2.7755575615628914e-17im
2.5, 0.9999999999999933 - 5.204170427930421e-18im, 0.999999999999994 - 2.220446049250313e-16im, 1.0000000000000133 - 5.551115123125783e-17im, 1.0000000000000084 - 6.418476861114186e-17im, 1.0000000000000067 - 8.326672684688674e-17im, 0.9999999999999992 - 2.7755575615628914e-17im, 1.0000000000000073 - 1.1102230246251565e-16im, 0.9999999999999972 + 2.220446049250313e-16im, 0.9999999999999907 + 3.885780586188048e-16im, 1.0000000000000062 - 4.163336342344337e-17im, 1.0000000000000004 + 1.5265566588595902e-16im, 0.9999999999999973 + 1.6653345369377348e-16im, 0.999999999999994 + 5.273559366969494e-16im, 1.0000000000000009 + 2.498001805406602e-16im, 0.9999999999999957 + 1.3877787807814457e-17im
2.6, 0.9999999999999921 - 1.0408340855860843e-17im, 0.9999999999999927 - 2.220446049250313e-16im, 1.0000000000000124 + 0.0im, 1.0000000000000082 - 5.811323644522304e-17im, 1.0000000000000064 - 2.7755575615628914e-17im, 0.999999999999999 - 5.551115123125783e-17im, 1.0000000000000062 + 0.0im, 0.9999999999999978 + 2.7755575615628914e-16im, 0.9999999999999891 + 1.6653345369377348e-16im, 1.0000000000000064 - 8.326672684688674e-17im, 1.000000000000001 + 1.8041124150158794e-16im, 0.9999999999999987 + 3.3306690738754696e-16im, 0.9999999999999956 + 4.440892098500626e-16im, 1.0000000000000022 + 3.885780586188048e-16im, 0.9999999999999957 + 1.3877787807814457e-17im
2.7, 0.9999999999999947 - 5.204170427930421e-18im, 0.9999999999999909 - 2.220446049250313e-16im, 1.0000000000000124 - 1.3877787807814457e-17im, 1.0000000000000087 - 5.5077470362263625e-17im, 1.0000000000000056 + 1.3877787807814457e-17im, 0.9999999999999991 - 1.1102230246251565e-16im, 1.0000000000000069 - 1.6653345369377348e-16im, 1.0000000000000018 + 2.220446049250313e-16im, 0.9999999999999889 + 1.6653345369377348e-16im, 1.0000000000000078 - 6.938893903907228e-17im, 1.000000000000002 + 1.5265566588595902e-16im, 0.9999999999999998 + 5.551115123125783e-16im, 0.999999999999998 + 4.440892098500626e-16im, 1.0000000000000022 + 4.996003610813204e-16im, 0.9999999999999959 - 1.3877787807814457e-17im
2.8, 0.9999999999999933 - 8.673617379884035e-18im, 0.9999999999999893 + 5.551115123125783e-17im, 1.0000000000000122 - 2.7755575615628914e-17im, 1.000000000000009 - 6.245004513516506e-17im, 1.0000000000000053 + 6.938893903907228e-17im, 0.9999999999999979 + 0.0im, 1.0000000000000049 - 5.551115123125783e-17im, 1.0000000000000018 + 2.7755575615628914e-16im, 0.999999999999992 + 2.7755575615628914e-16im, 1.0000000000000095 - 8.326672684688674e-17im, 1.000000000000003 + 1.3877787807814457e-16im, 0.9999999999999984 + 7.216449660063518e-16im, 0.9999999999999964 + 4.440892098500626e-16im, 1.0000000000000022 + 5.551115123125783e-16im, 0.999999999999998 + 2.7755575615628914e-17im
2.9, 0.9999999999999931 - 6.938893903907228e-18im, 0.9999999999999895 - 3.3306690738754696e-16im, 1.0000000000000118 - 5.551115123125783e-17im, 1.0000000000000087 - 6.071532165918825e-17im, 1.0000000000000044 + 1.249000902703301e-16im, 0.9999999999999979 + 5.551115123125783e-17im, 1.000000000000006 + 0.0im, 1.000000000000001 - 5.551115123125783e-17im, 0.999999999999992 + 1.1102230246251565e-16im, 1.0000000000000104 - 4.163336342344337e-17im, 1.0000000000000029 + 1.6653345369377348e-16im, 0.9999999999999991 + 5.551115123125783e-16im, 0.9999999999999963 + 5.273559366969494e-16im, 1.0000000000000024 + 4.440892098500626e-16im, 0.9999999999999973 + 2.7755575615628914e-17im
3.0, 0.9999999999999919 - 6.938893903907228e-18im, 0.9999999999999897 - 3.3306690738754696e-16im, 1.0000000000000129 - 1.3877787807814457e-16im, 1.000000000000008 - 4.336808689942018e-17im, 1.0000000000000062 + 1.942890293094024e-16im, 0.9999999999999964 + 0.0im, 1.0000000000000062 + 5.551115123125783e-17im, 0.9999999999999998 + 1.1102230246251565e-16im, 0.9999999999999923 + 1.6653345369377348e-16im, 1.0000000000000109 - 4.163336342344337e-17im, 1.0000000000000038 + 1.5265566588595902e-16im, 0.9999999999999988 + 6.661338147750939e-16im, 0.999999999999996 + 4.718447854656915e-16im, 1.0000000000000018 + 1.1102230246251565e-16im, 0.9999999999999968 + 2.7755575615628914e-17im
3.1, 0.9999999999999923 - 2.42861286636753e-17im, 0.9999999999999905 - 2.220446049250313e-16im, 1.0000000000000135 - 1.6653345369377348e-16im, 1.0000000000000073 - 5.898059818321144e-17im, 1.0000000000000042 + 2.220446049250313e-16im, 0.9999999999999944 - 5.551115123125783e-17im, 1.0000000000000062 + 0.0im, 1.0000000000000007 - 2.220446049250313e-16im, 0.9999999999999921 - 5.551115123125783e-17im, 1.0000000000000093 - 6.938893903907228e-17im, 1.0000000000000049 + 1.6653345369377348e-16im, 0.9999999999999997 + 6.106226635438361e-16im, 0.9999999999999957 + 6.106226635438361e-16im, 1.0000000000000013 + 5.551115123125783e-17im, 0.9999999999999963 + 0.0im
3.2, 0.9999999999999929 + 6.938893903907228e-18im, 0.9999999999999892 - 2.7755575615628914e-16im, 1.000000000000013 - 1.942890293094024e-16im, 1.0000000000000075 - 7.632783294297951e-17im, 1.000000000000004 + 2.220446049250313e-16im, 0.9999999999999942 + 0.0im, 1.0000000000000069 + 1.1102230246251565e-16im, 1.0000000000000016 - 1.6653345369377348e-16im, 0.9999999999999927 + 5.551115123125783e-17im, 1.000000000000011 - 2.7755575615628914e-16im, 1.0000000000000042 + 1.6653345369377348e-16im, 0.9999999999999989 + 6.106226635438361e-16im, 0.999999999999996 + 5.551115123125783e-16im, 1.000000000000001 + 2.220446049250313e-16im, 0.999999999999998 + 8.326672684688674e-17im
3.3, 0.9999999999999939 + 3.469446951953614e-18im, 0.9999999999999902 - 1.6653345369377348e-16im, 1.0000000000000147 - 1.6653345369377348e-16im, 1.0000000000000073 - 1.0755285551056204e-16im, 1.0000000000000036 + 1.3877787807814457e-16im, 0.9999999999999938 - 1.1102230246251565e-16im, 1.0000000000000075 + 0.0im, 1.0000000000000027 - 1.6653345369377348e-16im, 0.9999999999999944 + 3.3306690738754696e-16im, 1.0000000000000107 - 2.7755575615628914e-16im, 1.0000000000000016 + 1.942890293094024e-16im, 0.9999999999999994 + 6.106226635438361e-16im, 0.9999999999999956 + 8.881784197001252e-16im, 0.9999999999999997 + 3.3306690738754696e-16im, 0.9999999999999993 + 5.551115123125783e-17im
3.4, 0.9999999999999956 + 6.938893903907228e-18im, 0.9999999999999887 - 3.885780586188048e-16im, 1.0000000000000133 - 2.220446049250313e-16im, 1.000000000000008 - 1.0408340855860843e-16im, 1.0000000000000038 + 2.220446049250313e-16im, 0.9999999999999917 - 2.7755575615628914e-16im, 1.0000000000000089 + 1.1102230246251565e-16im, 1.0000000000000016 + 1.1102230246251565e-16im, 0.9999999999999927 + 2.220446049250313e-16im, 1.00000000000001 - 2.5673907444456745e-16im, 1.0000000000000013 + 1.8041124150158794e-16im, 0.9999999999999982 + 7.771561172376096e-16im, 0.9999999999999941 + 9.992007221626409e-16im, 1.0000000000000004 + 2.7755575615628914e-16im, 1.0000000000000004 + 5.551115123125783e-17im
3.5, 0.9999999999999953 + 3.122502256758253e-17im, 0.9999999999999879 + 1.1102230246251565e-16im, 1.0000000000000129 - 2.220446049250313e-16im, 1.0000000000000084 - 1.1796119636642288e-16im, 1.0000000000000036 + 2.7755575615628914e-16im, 0.999999999999992 - 1.6653345369377348e-16im, 1.0000000000000102 + 0.0im, 1.0000000000000027 + 0.0im, 0.9999999999999933 + 2.7755575615628914e-16im, 1.0000000000000107 - 2.636779683484747e-16im, 1.0000000000000013 + 2.498001805406602e-16im, 0.9999999999999989 + 9.992007221626409e-16im, 0.999999999999994 + 9.992007221626409e-16im, 1.0000000000000018 + 2.7755575615628914e-16im, 1.0000000000000004 - 5.551115123125783e-17im
3.6, 0.9999999999999948 + 2.42861286636753e-17im, 0.9999999999999893 + 3.3306690738754696e-16im, 1.000000000000014 - 8.326672684688674e-17im, 1.0000000000000093 - 9.71445146547012e-17im, 1.000000000000005 + 2.7755575615628914e-16im, 0.9999999999999932 - 5.551115123125783e-17im, 1.00000000000001 - 3.3306690738754696e-16im, 1.0000000000000027 + 1.1102230246251565e-16im, 0.9999999999999936 + 1.6653345369377348e-16im, 1.0000000000000127 - 1.1102230246251565e-16im, 1.0000000000000024 + 2.636779683484747e-16im, 0.9999999999999987 + 1.0547118733938987e-15im, 0.9999999999999941 + 9.992007221626409e-16im, 1.0000000000000009 + 3.3306690738754696e-16im, 0.9999999999999989 - 1.3877787807814457e-16im
3.7, 0.9999999999999937 + 2.42861286636753e-17im, 0.9999999999999893 + 4.996003610813204e-16im, 1.000000000000013 - 5.551115123125783e-17im, 1.00000000000001 - 6.938893903907228e-17im, 1.0000000000000062 + 4.440892098500626e-16im, 0.9999999999999925 - 1.6653345369377348e-16im, 1.0000000000000107 - 3.885780586188048e-16im, 1.000000000000002 + 5.551115123125783e-16im, 0.999999999999995 + 1.1102230246251565e-16im, 1.0000000000000107 - 5.551115123125783e-17im, 1.0000000000000036 + 2.7755575615628914e-16im, 0.9999999999999981 + 1.1102230246251565e-15im, 0.9999999999999949 + 9.43689570931383e-16im, 0.999999999999999 + 3.3306690738754696e-16im, 0.9999999999999999 - 1.942890293094024e-16im
