flowtime, dM3R1, dM3R2, dM3R3, dM3R4, dM3R5, dM3R6, dM3R7, dM3R8, dM3R9, dM3R10, dM3R11, dM3R12, dM3R13, dM3R14, dM(mass_num)R15
1.0, 1.0000000000000007 + 1.1102230246251565e-16im, 0.9999999999999962 - 1.3877787807814457e-16im, 1.0000000000000022 + 0.0im, 1.0000000000000007 - 5.551115123125783e-17im, 0.9999999999999959 - 1.1102230246251565e-16im, 1.0000000000000073 - 1.6653345369377348e-16im, 1.0000000000000018 - 2.220446049250313e-16im, 0.9999999999999987 + 2.7755575615628914e-17im, 1.000000000000005 + 3.885780586188048e-16im, 1.0000000000000009 + 7.216449660063518e-16im, 0.9999999999999978 - 1.3877787807814457e-16im, 0.9999999999999976 + 0.0im, 1.0000000000000047 - 1.942890293094024e-16im, 1.0000000000000042 - 2.498001805406602e-16im, 1.0000000000000053 - 4.440892098500626e-16im
1.1, 1.0000000000000024 + 1.1102230246251565e-16im, 0.9999999999999966 - 8.326672684688674e-17im, 1.0000000000000036 - 1.1102230246251565e-16im, 1.0000000000000002 + 2.7755575615628914e-17im, 0.9999999999999948 - 3.608224830031759e-16im, 1.0000000000000073 - 6.938893903907228e-17im, 1.0000000000000018 - 3.3306690738754696e-16im, 0.9999999999999997 + 1.1102230246251565e-16im, 1.0000000000000073 + 3.3306690738754696e-16im, 0.9999999999999998 + 8.326672684688674e-16im, 0.9999999999999971 - 1.3877787807814457e-17im, 0.9999999999999997 - 5.551115123125783e-17im, 1.0000000000000049 - 1.942890293094024e-16im, 1.0000000000000049 - 2.498001805406602e-16im, 1.0000000000000062 - 4.996003610813204e-16im
1.2, 1.000000000000001 + 2.220446049250313e-16im, 0.9999999999999982 - 2.7755575615628914e-17im, 1.0000000000000024 - 2.7755575615628914e-16im, 1.0000000000000016 + 8.326672684688674e-17im, 0.9999999999999961 - 4.163336342344337e-16im, 1.000000000000005 - 6.938893903907228e-18im, 1.0000000000000022 - 1.1102230246251565e-16im, 0.9999999999999989 + 1.1102230246251565e-16im, 1.0000000000000064 + 3.3306690738754696e-16im, 1.0000000000000024 + 7.216449660063518e-16im, 0.9999999999999976 - 7.632783294297951e-17im, 1.0000000000000007 - 8.326672684688674e-17im, 1.0000000000000038 - 1.942890293094024e-16im, 1.0000000000000049 - 2.220446049250313e-16im, 1.0000000000000069 - 7.216449660063518e-16im
1.3, 1.0000000000000022 + 3.885780586188048e-16im, 0.9999999999999989 + 2.7755575615628914e-17im, 1.000000000000004 - 3.3306690738754696e-16im, 1.0000000000000013 + 2.220446049250313e-16im, 0.9999999999999957 - 3.885780586188048e-16im, 1.0000000000000047 - 3.903127820947816e-18im, 1.000000000000002 - 1.1102230246251565e-16im, 1.0000000000000004 + 1.6653345369377348e-16im, 1.0000000000000075 + 2.7755575615628914e-16im, 1.0000000000000042 + 2.7755575615628914e-16im, 0.9999999999999962 - 7.28583859910259e-17im, 1.0000000000000018 - 1.1102230246251565e-16im, 1.0000000000000053 - 2.7755575615628914e-16im, 1.000000000000004 - 2.3592239273284576e-16im, 1.0000000000000082 - 7.216449660063518e-16im
1.4, 1.0000000000000022 + 2.7755575615628914e-16im, 0.9999999999999987 + 8.326672684688674e-17im, 1.0000000000000049 - 3.885780586188048e-16im, 1.0000000000000018 + 2.220446049250313e-16im, 0.9999999999999953 - 6.106226635438361e-16im, 1.0000000000000062 - 6.938893903907228e-18im, 1.0000000000000027 - 1.6653345369377348e-16im, 1.0000000000000016 + 3.3306690738754696e-16im, 1.0000000000000087 - 3.885780586188048e-16im, 1.0000000000000047 + 0.0im, 0.9999999999999957 - 1.1535911115245767e-16im, 1.0000000000000022 - 8.326672684688674e-17im, 1.0000000000000064 - 1.3877787807814457e-16im, 1.0000000000000024 - 1.6653345369377348e-16im, 1.0000000000000098 - 8.326672684688674e-16im
1.5, 1.0000000000000009 + 2.220446049250313e-16im, 0.9999999999999984 + 5.551115123125783e-17im, 1.0000000000000042 - 2.7755575615628914e-16im, 1.0 + 1.6653345369377348e-16im, 0.999999999999996 - 4.996003610813204e-16im, 1.0000000000000084 + 0.0im, 1.0000000000000033 - 1.1102230246251565e-16im, 1.0 + 3.3306690738754696e-16im, 1.0000000000000102 - 6.661338147750939e-16im, 1.000000000000005 + 2.220446049250313e-16im, 0.9999999999999927 - 5.204170427930421e-17im, 1.0000000000000038 - 1.3877787807814457e-16im, 1.0000000000000062 - 8.326672684688674e-17im, 1.000000000000002 - 2.0816681711721685e-16im, 1.0000000000000102 - 7.216449660063518e-16im
1.6, 1.000000000000002 + 3.3306690738754696e-16im, 0.9999999999999964 + 2.7755575615628914e-17im, 1.0000000000000053 - 4.440892098500626e-16im, 1.0000000000000009 + 1.6653345369377348e-16im, 0.9999999999999937 - 3.885780586188048e-16im, 1.0000000000000095 - 1.3877787807814457e-17im, 1.0000000000000036 - 3.885780586188048e-16im, 0.9999999999999997 + 3.3306690738754696e-16im, 1.0000000000000113 - 8.881784197001252e-16im, 1.0000000000000044 + 5.551115123125783e-17im, 0.999999999999993 - 9.71445146547012e-17im, 1.0000000000000036 - 1.3877787807814457e-16im, 1.0000000000000064 - 5.551115123125783e-17im, 1.0000000000000018 - 2.3592239273284576e-16im, 1.0000000000000073 - 4.440892098500626e-16im
1.7, 1.0000000000000042 + 2.7755575615628914e-16im, 0.9999999999999977 + 0.0im, 1.000000000000004 - 4.440892098500626e-16im, 0.9999999999999978 + 3.3306690738754696e-16im, 0.9999999999999925 - 3.885780586188048e-16im, 1.0000000000000095 - 5.551115123125783e-17im, 1.0000000000000049 - 3.3306690738754696e-16im, 1.0000000000000004 + 4.996003610813204e-16im, 1.000000000000011 - 1.4988010832439613e-15im, 1.0000000000000047 + 1.6653345369377348e-16im, 0.9999999999999927 - 6.938893903907228e-17im, 1.0000000000000013 - 1.942890293094024e-16im, 1.0000000000000058 - 1.1102230246251565e-16im, 1.0000000000000018 - 2.7755575615628914e-16im, 1.000000000000008 - 4.440892098500626e-16im
1.8, 1.0000000000000047 + 3.3306690738754696e-16im, 0.9999999999999987 + 1.6653345369377348e-16im, 1.000000000000003 - 2.220446049250313e-16im, 0.999999999999998 + 5.551115123125783e-17im, 0.9999999999999917 - 5.551115123125783e-16im, 1.0000000000000104 - 1.1102230246251565e-16im, 1.0000000000000062 - 2.220446049250313e-16im, 1.0 + 4.996003610813204e-16im, 1.0000000000000104 - 1.609823385706477e-15im, 1.0000000000000038 - 2.7755575615628914e-16im, 0.9999999999999918 - 6.938893903907228e-18im, 1.000000000000002 - 2.220446049250313e-16im, 1.0000000000000075 - 1.1102230246251565e-16im, 1.0 - 3.0531133177191805e-16im, 1.0000000000000056 - 2.7755575615628914e-16im
1.9, 1.0000000000000069 + 0.0im, 0.9999999999999997 + 1.6653345369377348e-16im, 1.0000000000000038 + 0.0im, 0.9999999999999991 + 5.551115123125783e-17im, 0.9999999999999917 - 4.996003610813204e-16im, 1.000000000000013 - 1.1102230246251565e-16im, 1.0000000000000064 - 2.7755575615628914e-16im, 1.0000000000000007 + 4.996003610813204e-16im, 1.0000000000000113 - 1.7208456881689926e-15im, 1.0000000000000053 - 2.7755575615628914e-16im, 0.9999999999999901 - 6.938893903907228e-17im, 1.000000000000002 - 1.942890293094024e-16im, 1.0000000000000084 - 1.6653345369377348e-16im, 0.9999999999999991 - 2.914335439641036e-16im, 1.0000000000000049 - 2.7755575615628914e-16im
2.0, 1.0000000000000058 + 0.0im, 0.9999999999999979 + 3.885780586188048e-16im, 1.0000000000000044 + 0.0im, 0.9999999999999998 - 1.6653345369377348e-16im, 0.9999999999999918 - 3.3306690738754696e-16im, 1.0000000000000138 - 1.6653345369377348e-16im, 1.0000000000000067 - 3.3306690738754696e-16im, 1.000000000000003 + 3.3306690738754696e-16im, 1.0000000000000124 - 1.6653345369377348e-15im, 1.0000000000000053 - 5.551115123125783e-16im, 0.9999999999999906 - 6.938893903907228e-17im, 1.000000000000002 - 1.3877787807814457e-16im, 1.0000000000000089 - 2.498001805406602e-16im, 0.9999999999999999 - 3.3306690738754696e-16im, 1.0000000000000058 - 4.163336342344337e-16im
2.1, 1.000000000000006 - 5.551115123125783e-17im, 1.0000000000000004 + 3.3306690738754696e-16im, 1.0000000000000024 + 5.551115123125783e-17im, 1.0000000000000004 - 4.996003610813204e-16im, 0.9999999999999881 - 3.885780586188048e-16im, 1.0000000000000124 - 2.7755575615628914e-16im, 1.0000000000000087 - 2.7755575615628914e-16im, 1.0000000000000022 + 3.3306690738754696e-16im, 1.0000000000000149 - 1.7208456881689926e-15im, 1.0000000000000036 - 4.996003610813204e-16im, 0.9999999999999912 - 1.249000902703301e-16im, 1.0000000000000016 - 1.3877787807814457e-16im, 1.0000000000000073 - 2.220446049250313e-16im, 1.0000000000000013 - 3.3306690738754696e-16im, 1.0000000000000069 - 3.3306690738754696e-16im
2.2, 1.0000000000000075 + 0.0im, 1.0000000000000009 + 1.6653345369377348e-16im, 1.0000000000000016 - 2.7755575615628914e-16im, 1.0 - 3.885780586188048e-16im, 0.9999999999999872 - 3.3306690738754696e-16im, 1.0000000000000102 - 8.326672684688674e-17im, 1.00000000000001 - 4.440892098500626e-16im, 1.000000000000001 + 2.220446049250313e-16im, 1.0000000000000135 - 2.1094237467877974e-15im, 1.000000000000003 - 6.106226635438361e-16im, 0.9999999999999929 - 9.71445146547012e-17im, 1.0000000000000009 - 8.326672684688674e-17im, 1.000000000000008 - 2.220446049250313e-16im, 1.0000000000000022 - 3.885780586188048e-16im, 1.000000000000007 - 2.498001805406602e-16im
2.3, 1.000000000000006 - 5.551115123125783e-17im, 0.9999999999999999 + 2.220446049250313e-16im, 1.0000000000000009 - 1.6653345369377348e-16im, 1.0 - 4.996003610813204e-16im, 0.9999999999999869 - 2.7755575615628914e-16im, 1.0000000000000093 + 5.551115123125783e-17im, 1.0000000000000093 - 2.220446049250313e-16im, 1.0000000000000022 + 1.1102230246251565e-16im, 1.0000000000000124 - 2.3869795029440866e-15im, 1.0000000000000027 - 8.881784197001252e-16im, 0.9999999999999929 - 8.326672684688674e-17im, 1.000000000000003 - 1.3877787807814457e-16im, 1.0000000000000084 - 3.0531133177191805e-16im, 1.000000000000002 - 4.0245584642661925e-16im, 1.0000000000000073 - 2.498001805406602e-16im
2.4, 1.0000000000000044 - 1.6653345369377348e-16im, 1.0000000000000007 + 1.6653345369377348e-16im, 0.9999999999999992 - 2.220446049250313e-16im, 1.0000000000000004 - 4.996003610813204e-16im, 0.9999999999999862 - 1.1102230246251565e-16im, 1.000000000000008 - 2.7755575615628914e-17im, 1.0000000000000107 + 0.0im, 1.0000000000000022 + 2.7755575615628914e-16im, 1.000000000000016 - 2.3314683517128287e-15im, 1.0000000000000018 - 9.992007221626409e-16im, 0.9999999999999921 - 5.551115123125783e-17im, 1.0000000000000022 - 1.6653345369377348e-16im, 1.0000000000000069 - 2.220446049250313e-16im, 1.0000000000000018 - 4.163336342344337e-16im, 1.0000000000000064 - 3.608224830031759e-16im
2.5, 1.0000000000000038 + 1.1102230246251565e-16im, 1.0000000000000004 + 5.551115123125783e-17im, 0.9999999999999989 - 4.440892098500626e-16im, 1.0 - 4.440892098500626e-16im, 0.9999999999999872 + 0.0im, 1.000000000000007 - 8.326672684688674e-17im, 1.0000000000000104 + 4.996003610813204e-16im, 1.0000000000000013 + 3.3306690738754696e-16im, 1.0000000000000147 - 2.1094237467877974e-15im, 1.0000000000000004 - 1.1102230246251565e-15im, 0.999999999999991 - 8.326672684688674e-17im, 1.000000000000001 - 2.7755575615628914e-16im, 1.0000000000000073 - 3.0531133177191805e-16im, 1.0000000000000007 - 3.95516952522712e-16im, 1.0000000000000069 - 3.3306690738754696e-16im
2.6, 1.000000000000005 - 2.220446049250313e-16im, 1.000000000000001 + 0.0im, 0.999999999999999 - 1.1657341758564144e-15im, 1.0 - 5.551115123125783e-16im, 0.9999999999999861 + 5.551115123125783e-17im, 1.0000000000000067 - 8.326672684688674e-17im, 1.0000000000000107 + 5.551115123125783e-17im, 1.000000000000001 + 4.440892098500626e-16im, 1.0000000000000162 - 2.275957200481571e-15im, 1.0000000000000002 - 9.992007221626409e-16im, 0.9999999999999902 - 1.3877787807814457e-16im, 0.9999999999999986 - 3.885780586188048e-16im, 1.0000000000000067 - 3.608224830031759e-16im, 0.9999999999999997 - 4.163336342344337e-16im, 1.000000000000008 - 3.608224830031759e-16im
2.7, 1.0000000000000049 - 1.1102230246251565e-16im, 0.999999999999999 + 5.551115123125783e-17im, 0.9999999999999981 - 1.1657341758564144e-15im, 1.0000000000000004 - 1.6653345369377348e-16im, 0.9999999999999873 + 1.1102230246251565e-16im, 1.0000000000000084 - 1.3877787807814457e-16im, 1.0000000000000102 + 3.885780586188048e-16im, 0.9999999999999998 + 2.220446049250313e-16im, 1.0000000000000158 - 2.220446049250313e-15im, 1.0000000000000002 - 9.43689570931383e-16im, 0.9999999999999906 - 1.942890293094024e-16im, 1.0000000000000002 - 3.3306690738754696e-16im, 1.0000000000000067 - 2.7755575615628914e-16im, 0.9999999999999997 - 4.0939474033052647e-16im, 1.0000000000000075 - 3.608224830031759e-16im
2.8, 1.0000000000000053 - 1.1102230246251565e-16im, 0.9999999999999991 + 5.551115123125783e-17im, 0.9999999999999974 - 6.661338147750939e-16im, 0.9999999999999993 - 5.551115123125783e-17im, 0.9999999999999866 + 5.551115123125783e-17im, 1.000000000000008 - 1.942890293094024e-16im, 1.0000000000000113 + 3.3306690738754696e-16im, 1.000000000000002 + 2.7755575615628914e-16im, 1.0000000000000162 - 2.275957200481571e-15im, 1.0 - 8.881784197001252e-16im, 0.9999999999999937 - 2.0816681711721685e-16im, 0.9999999999999987 - 3.885780586188048e-16im, 1.0000000000000056 - 3.608224830031759e-16im, 1.0000000000000016 - 3.8163916471489756e-16im, 1.0000000000000073 - 3.7470027081099033e-16im
2.9, 1.0000000000000062 - 2.7755575615628914e-16im, 0.9999999999999978 + 1.1102230246251565e-16im, 0.9999999999999972 - 6.661338147750939e-16im, 1.0 + 1.1102230246251565e-16im, 0.9999999999999878 + 2.220446049250313e-16im, 1.0000000000000082 - 2.220446049250313e-16im, 1.0000000000000115 + 4.440892098500626e-16im, 1.0000000000000038 + 4.996003610813204e-16im, 1.000000000000015 - 2.275957200481571e-15im, 0.9999999999999991 - 6.661338147750939e-16im, 0.9999999999999928 - 2.220446049250313e-16im, 0.9999999999999989 - 4.996003610813204e-16im, 1.0000000000000078 - 4.718447854656915e-16im, 1.0000000000000018 - 3.95516952522712e-16im, 1.00000000000001 - 3.608224830031759e-16im
3.0, 1.0000000000000058 - 1.1102230246251565e-16im, 0.9999999999999976 + 3.885780586188048e-16im, 0.9999999999999984 - 3.885780586188048e-16im, 1.000000000000001 + 3.885780586188048e-16im, 0.9999999999999882 + 1.6653345369377348e-16im, 1.0000000000000073 - 1.3877787807814457e-16im, 1.0000000000000115 + 4.440892098500626e-16im, 1.000000000000005 + 3.3306690738754696e-16im, 1.000000000000017 - 2.3869795029440866e-15im, 0.9999999999999996 - 6.106226635438361e-16im, 0.9999999999999916 - 2.498001805406602e-16im, 0.999999999999998 - 3.885780586188048e-16im, 1.0000000000000064 - 5.273559366969494e-16im, 0.9999999999999989 - 4.3021142204224816e-16im, 1.000000000000012 - 3.469446951953614e-16im
3.1, 1.0000000000000053 + 5.551115123125783e-17im, 0.9999999999999968 + 2.7755575615628914e-16im, 0.9999999999999977 - 5.551115123125783e-16im, 1.0000000000000002 - 5.551115123125783e-17im, 0.9999999999999882 + 3.885780586188048e-16im, 1.0000000000000078 - 1.6653345369377348e-16im, 1.0000000000000127 + 1.1102230246251565e-16im, 1.0000000000000036 + 2.220446049250313e-16im, 1.000000000000018 - 2.1094237467877974e-15im, 0.9999999999999994 - 5.551115123125783e-16im, 0.9999999999999917 - 2.3592239273284576e-16im, 0.9999999999999969 - 2.498001805406602e-16im, 1.0000000000000058 - 5.828670879282072e-16im, 0.9999999999999994 - 4.683753385137379e-16im, 1.0000000000000124 - 3.5388358909926865e-16im
3.2, 1.0000000000000056 + 0.0im, 0.9999999999999952 + 1.6653345369377348e-16im, 0.9999999999999969 - 4.440892098500626e-16im, 1.0000000000000027 + 2.220446049250313e-16im, 0.9999999999999898 + 3.885780586188048e-16im, 1.0000000000000093 - 1.1102230246251565e-16im, 1.0000000000000133 + 1.1102230246251565e-16im, 1.0000000000000033 + 2.220446049250313e-16im, 1.0000000000000204 - 2.220446049250313e-15im, 1.0 - 8.326672684688674e-16im, 0.9999999999999927 - 2.220446049250313e-16im, 0.9999999999999976 - 3.3306690738754696e-16im, 1.0000000000000053 - 4.996003610813204e-16im, 1.0000000000000009 - 4.0245584642661925e-16im, 1.0000000000000127 - 3.5388358909926865e-16im
3.3, 1.0000000000000033 + 1.6653345369377348e-16im, 0.9999999999999949 + 1.1102230246251565e-16im, 0.9999999999999976 - 2.220446049250313e-16im, 1.0000000000000042 + 5.551115123125783e-16im, 0.9999999999999905 + 5.551115123125783e-16im, 1.0000000000000095 - 1.3877787807814457e-16im, 1.0000000000000138 + 3.885780586188048e-16im, 1.0000000000000009 + 2.7755575615628914e-16im, 1.0000000000000213 - 2.1094237467877974e-15im, 0.9999999999999998 - 7.216449660063518e-16im, 0.9999999999999901 - 2.3592239273284576e-16im, 0.9999999999999987 - 3.0531133177191805e-16im, 1.0000000000000036 - 5.273559366969494e-16im, 0.9999999999999998 - 3.9898639947466563e-16im, 1.0000000000000107 - 3.469446951953614e-16im
3.4, 1.0000000000000038 + 1.1102230246251565e-16im, 0.999999999999994 - 1.1102230246251565e-16im, 0.9999999999999991 + 1.6653345369377348e-16im, 1.0000000000000044 + 4.996003610813204e-16im, 0.9999999999999905 + 4.440892098500626e-16im, 1.0000000000000084 - 8.326672684688674e-17im, 1.0000000000000167 + 2.7755575615628914e-16im, 1.0000000000000013 + 4.440892098500626e-16im, 1.0000000000000218 - 1.9984014443252818e-15im, 1.000000000000002 - 7.216449660063518e-16im, 0.9999999999999897 - 2.2898349882893854e-16im, 0.9999999999999996 - 2.220446049250313e-16im, 1.000000000000003 - 4.718447854656915e-16im, 1.0000000000000016 - 4.544975507059235e-16im, 1.0000000000000107 - 3.2612801348363973e-16im
3.5, 1.0000000000000024 + 5.551115123125783e-17im, 0.9999999999999958 - 1.6653345369377348e-16im, 1.0 + 5.551115123125783e-17im, 1.0000000000000036 + 4.996003610813204e-16im, 0.9999999999999912 + 3.885780586188048e-16im, 1.0000000000000084 + 2.7755575615628914e-17im, 1.0000000000000162 + 2.7755575615628914e-16im, 1.0000000000000018 + 6.661338147750939e-16im, 1.0000000000000215 - 2.220446049250313e-15im, 1.0000000000000013 - 6.106226635438361e-16im, 0.9999999999999888 - 2.0122792321330962e-16im, 0.9999999999999992 - 1.3877787807814457e-16im, 1.0000000000000038 - 5.273559366969494e-16im, 1.0000000000000022 - 4.3368086899420177e-16im, 1.000000000000012 - 3.2612801348363973e-16im
3.6, 1.000000000000001 - 2.220446049250313e-16im, 0.9999999999999947 - 3.885780586188048e-16im, 0.9999999999999996 + 2.220446049250313e-16im, 1.0000000000000056 + 4.440892098500626e-16im, 0.9999999999999921 + 3.885780586188048e-16im, 1.000000000000006 + 8.326672684688674e-17im, 1.0000000000000173 + 3.3306690738754696e-16im, 1.0000000000000013 + 6.106226635438361e-16im, 1.0000000000000218 - 1.8318679906315083e-15im, 1.0000000000000027 - 6.661338147750939e-16im, 0.9999999999999875 - 2.2898349882893854e-16im, 0.9999999999999996 - 2.498001805406602e-16im, 1.000000000000003 - 5.551115123125783e-16im, 1.0000000000000004 - 4.2674197509029455e-16im, 1.0000000000000104 - 3.3306690738754696e-16im
3.7, 1.0000000000000007 - 2.7755575615628914e-16im, 0.9999999999999934 - 1.1102230246251565e-16im, 1.0000000000000002 + 5.551115123125783e-17im, 1.000000000000007 + 4.440892098500626e-16im, 0.9999999999999913 + 4.996003610813204e-16im, 1.000000000000007 + 1.1102230246251565e-16im, 1.0000000000000182 + 3.3306690738754696e-16im, 1.0000000000000013 + 3.885780586188048e-16im, 1.0000000000000235 - 1.7763568394002505e-15im, 1.000000000000004 - 1.0547118733938987e-15im, 0.999999999999986 - 2.8449465006019636e-16im, 0.9999999999999981 - 3.608224830031759e-16im, 1.000000000000004 - 5.273559366969494e-16im, 0.9999999999999978 - 4.2327252813834093e-16im, 1.0000000000000109 - 3.2612801348363973e-16im
