flowtime, w1, w2, w3, w4, w5
11.1, 2.877666279241437e-8, 0.016052028135652513, -1.8806634116385186, 0.016052028135652263, 2.877666279252478e-8
11.2, 2.6530067257474095e-8, 0.01450038821129931, -1.8806203155454286, 0.014500388211299243, 2.653006725757305e-8
11.3, 2.4460362024877604e-8, 0.013118304232787372, -1.8805771575592292, 0.013118304232787262, 2.446036202498913e-8
11.4, 2.255348296115217e-8, 0.011885478309585092, -1.880533953703412, 0.01188547830958522, 2.2553482961175942e-8
11.5, 2.0796496809831785e-8, 0.010784217549228276, -1.8804907193352278, 0.010784217549228314, 2.079649680978883e-8
11.6, 1.9177509050478558e-8, 0.009799083158142164, -1.880447469170264, 0.009799083158142206, 1.9177509050551893e-8
11.7, 1.76855793842566e-8, 0.00891658736783242, -1.8804042173062119, 0.008916587367832542, 1.7685579384494584e-8
11.8, 1.6310644200993747e-8, 0.008124932139203601, -1.8803609772459735, 0.008124932139203643, 1.631064420090651e-8
11.9, 1.504344544339506e-8, 0.007413784115834412, -1.8803177619190237, 0.0074137841158343825, 1.504344544341879e-8
12.0, 1.3875465331444222e-8, 0.006774080872645214, -1.8802745837028558, 0.0067740808726453995, 1.38754653315857e-8
12.1, 1.2798866446652556e-8, 0.006197864087889953, -1.8802314544431575, 0.00619786408788995, 1.2798866446679762e-8
12.2, 1.1806436739851329e-8, 0.005678135822293816, -1.8801883854733914, 0.005678135822293871, 1.180643673991398e-8
12.3, 1.0891539046108825e-8, 0.005208734601928191, -1.8801453876332361, 0.005208734601928158, 1.0891539046175895e-8
12.4, 1.0048064729191805e-8, 0.004784228462668643, -1.880102471287044, 0.004784228462668603, 1.0048064729304275e-8
12.5, 9.270391116760456e-9, 0.004399822521668283, -1.880059646340746, 0.0043998225216682835, 9.270391116778694e-9
12.6, 8.55334240786311e-9, 0.004051278996583144, -1.8800169222589527, 0.004051278996583202, 8.55334240789345e-9
12.7, 7.892153765748441e-9, 0.003734847900005274, -1.8799743080807068, 0.003734847900005229, 7.892153765832117e-9
12.8, 7.282438332582322e-9, 0.003447206899379499, -1.879931812435263, 0.0034472068993793986, 7.282438332701615e-9
12.9, 6.7201569266775404e-9, 0.0031854090567097343, -1.879889443556429, 0.003185409056709696, 6.7201569267449755e-9
13.0, 6.201590199079161e-9, 0.0029468373526320003, -1.8798472092977188, 0.002946837352631966, 6.2015901991440856e-9
13.1, 5.7233130434957654e-9, 0.0027291650606781604, -1.8798051171455628, 0.0027291650606781816, 5.723313043514968e-9
13.2, 5.2821710842199115e-9, 0.002530321174048555, -1.8797631742329044, 0.002530321174048449, 5.282171084292753e-9
13.3, 4.8752590587143375e-9, 0.002348460202719514, -1.879721387351637, 0.002348460202719483, 4.875259058708094e-9
13.4, 4.499900951046275e-9, 0.002181935756524354, -1.8796797629658737, 0.0021819357565243578, 4.499900951135079e-9
13.5, 4.153631725796556e-9, 0.002029277412750225, -1.8796383072225455, 0.0020292774127502345, 4.153631725814643e-9
13.6, 3.834180531809575e-9, 0.0018891704371743624, -1.8795970259641954, 0.0018891704371743593, 3.834180531795865e-9
13.7, 3.53945526346321e-9, 0.00176043798731419, -1.8795559247390736, 0.0017604379873141477, 3.5394552634479552e-9
13.8, 3.2675283552494446e-9, 0.0016420254776649797, -1.879515008812417, 0.0016420254776649875, 3.267528355286627e-9
13.9, 3.0166237240780454e-9, 0.0015329868302442757, -1.87947428317632, 0.0015329868302442827, 3.0166237241457162e-9
14.0, 2.78510475526613e-9, 0.001432472371019296, -1.87943375256012, 0.0014324723710192912, 2.7851047552905683e-9
14.1, 2.571463251647325e-9, 0.0013397181647382813, -1.8793934214395025, 0.0013397181647382909, 2.5714632516361897e-9
14.2, 2.3743092668171667e-9, 0.0012540366081267265, -1.8793532940458444, 0.0012540366081267372, 2.3743092668721146e-9
14.3, 2.192361754410678e-9, 0.0011748081250254761, -1.8793133743755446, 0.0011748081250254703, 2.1923617544287653e-9
14.4, 2.0244399603134224e-9, 0.0011014738274098131, -1.8792736661982528, 0.0011014738274098682, 2.024439960347708e-9
14.5, 1.8694555036993532e-9, 0.0010335290238087918, -1.8792341730648654, 0.0010335290238087866, 1.8694555037301847e-9
14.6, 1.7264050901580321e-9, 0.0009705174718484399, -1.8791948983159876, 0.0009705174718484612, 1.7264050901990766e-9
14.7, 1.5943638027443938e-9, 0.0009120262848101972, -1.8791558450898949, 0.00091202628481021, 1.5943638027552288e-9
14.8, 1.4724789306143901e-9, 0.0008576814135095914, -1.8791170163291395, 0.0008576814135095893, 1.472478930642647e-9
14.9, 1.359964284240793e-9, 0.0008071436347105712, -1.8790784147884092, 0.0008071436347105804, 1.3599642842605966e-9
15.0, 1.256094964759348e-9, 0.0007601049859004309, -1.8790400430414245, 0.00076010498590045, 1.2560949647845582e-9
15.1, 1.1602025478472604e-9, 0.0007162855937394689, -1.8790019034872216, 0.0007162855937394678, 1.1602025478589323e-9
15.2, 1.0716706498260529e-9, 0.0006754308500184086, -1.8789639983571234, 0.0006754308500184126, 1.0716706498701226e-9
15.3, 9.89930843571768e-10, 0.0006373088946382133, -1.878926329720573, 0.0006373088946382284, 9.899308435894046e-10
15.4, 9.14458898278308e-10, 0.0006017083700791451, -1.8788888994914257, 0.000601708370079151, 9.14458898283307e-10
15.5, 8.447713182418242e-10, 0.0005684364161492901, -1.8788517094337958, 0.0005684364161493082, 8.447713182496125e-10
15.6, 7.80422152481705e-10, 0.0005373168775783911, -1.8788147611673605, 0.000537316877578415, 7.804221525223419e-10
15.7, 7.210000582745956e-10, 0.0005081887003212443, -1.8787780561731044, 0.0005081887003212404, 7.210000582962764e-10
15.8, 6.661255957378761e-10, 0.0004809044953219965, -1.8787415957984182, 0.000480904495322005, 6.661255957611447e-10
15.9, 6.15448734494597e-10, 0.0004553292510156871, -1.8787053812622687, 0.00045532925101569584, 6.154487344935993e-10
16.0, 5.686465583608135e-10, 0.0004313391780556343, -1.878669413659911, 0.00043133917805563527, 5.686465583816361e-10
16.1, 5.254211507181567e-10, 0.0004088206716949531, -1.878633693967874, 0.000408820671694965, 5.254211507331435e-10
16.2, 4.854976440696522e-10, 0.0003876693789504171, -1.8785982230479996, 0.00038766937895041997, 4.854976440891231e-10
16.3, 4.486224252936627e-10, 0.0003677893591704443, -1.8785630016526225, 0.00036778935917045427, 4.486224252997024e-10
16.4, 4.1456148023345104e-10, 0.00034909232793993433, -1.8785280304281342, 0.0003490923279399392, 4.1456148025586143e-10
16.5, 3.8309886948789867e-10, 0.00033149697540763614, -1.878493309919552, 0.00033149697540764883, 3.830988695084424e-10
16.6, 3.5403532189425377e-10, 0.0003149283511357338, -1.8784588405739304, 0.0003149283511357369, 3.5403532191007727e-10
16.7, 3.2718694018675965e-10, 0.0002993173084640028, -1.8784246227450645, 0.00029931730846401015, 3.271869402023471e-10
16.8, 3.023840061527953e-10, 0.00028460000216770496, -1.8783906566962634, 0.0002846000021677133, 3.023840061495877e-10
16.9, 2.794698813184875e-10, 0.00027071743388182095, -1.8783569426044815, 0.00027071743388182334, 2.7946988133283054e-10
17.0, 2.5829999095759854e-10, 0.00025761504037591457, -1.878323480563698, 0.0002576150403759311, 2.582999909666635e-10
17.1, 2.387408905066674e-10, 0.00024524232030503234, -1.87829027058829, 0.00024524232030504795, 2.38740890508534e-10
17.2, 2.2066940225065786e-10, 0.00023355249553906675, -1.8782573126158246, 0.00023355249553907244, 2.206694022549597e-10
17.3, 2.0397182057061567e-10, 0.00022250220359588263, -1.8782246065107004, 0.0002225022035958933, 2.0397182058483e-10
17.4, 1.8854317949122923e-10, 0.00021205121807744656, -1.878192152067078, 0.00021205121807744902, 1.885431795022896e-10
17.5, 1.742865762263998e-10, 0.00020216219433947063, -1.8781599490113596, 0.00020216219433947442, 1.7428657625015117e-10
17.6, 1.6111254820622957e-10, 0.00019280043791909787, -1.8781279970055984, 0.00019280043791910291, 1.611125482166892e-10
17.7, 1.489384985526533e-10, 0.00018393369350561418, -1.8780962956497445, 0.00018393369350561733, 1.4893849856347766e-10
17.8, 1.3768816555455267e-10, 0.00017553195247106638, -1.878064844484499, 0.0001755319524710688, 1.3768816556739383e-10
17.9, 1.2729113443574267e-10, 0.00016756727718316916, -1.8780336429936701, 0.00016756727718316778, 1.2729113445135162e-10
18.0, 1.1768238607526482e-10, 0.00016001364050629994, -1.878002690606865, 0.0001600136405063087, 1.1768238608014596e-10
18.1, 1.0880188130002708e-10, 0.0001528467790592017, -1.8779719867014033, 0.00015284677905920446, 1.0880188130856641e-10
