m, seta1, seta2, seta3, seta4
5.35, 0.09897640415049413, 0.0943040717237257, 0.05786666839899987, 0.0401309395160171
5.45, 0.09311884106380067, 0.08850722030229681, 0.053329920255508055, 0.038041543060059566
5.55, 0.08745590101381956, 0.08285307584734122, 0.04894913704848652, 0.037089403460426155
5.65, 0.081920794894113, 0.07727817338836135, 0.044874332791180395, 0.03796571848552359
5.75, 0.07639822314468896, 0.07169047873264675, 0.04136089738600952, 0.041481975628086934
5.85, 0.07070273811748669, 0.0659759684247097, 0.03877996768906361, 0.048077960030009866
5.95, 0.06465743262660942, 0.06009212883157875, 0.037338962712762866, 0.05622192719668642
6.05, 0.058125872748880904, 0.05414309292004637, 0.03357394946866155, 0.048020542084486716
6.15, 0.05227473698495133, 0.04892072324743201, 0.029571980623864277, 0.036025773912343795
6.25, 0.047072933740933194, 0.04426462942579885, 0.0266059272047553, 0.027900572129715542
6.35, 0.042585470875434336, 0.040209916960456116, 0.02426902788818022, 0.022536593502290713
6.45, 0.03874022332728081, 0.036701471851090545, 0.022331305547265493, 0.018901772803582007
6.55, 0.03543465786973124, 0.033660088407682205, 0.020672529391024652, 0.016336126017700202
6.65, 0.032574048428500264, 0.03101004391356169, 0.01922373777052113, 0.014444229820841073
6.75, 0.030079911017598854, 0.028686686691221056, 0.017941389207063223, 0.01299053859494352
6.85, 0.02788932297105726, 0.026636909278733977, 0.016795707352540816, 0.011832569057335084
6.95, 0.025952181524048424, 0.024817596117521597, 0.015764981704203995, 0.01088189393080675
7.05, 0.024228461533929938, 0.02319376459439373, 0.014832585160870116, 0.010081932930695174
