m, seta-20t2.0
1.65, 0.04835709721607731
1.66, 0.04871128702456835
1.67, 0.04907064453598304
1.68, 0.0494352054229967
1.69, 0.04980500613872083
1.7, 0.050180084095516636
1.71, 0.05056047786721176
1.72, 0.05094622741755383
1.73, 0.05133737435805597
1.74, 0.051733962238819674
1.75, 0.052136036876335806
1.76, 0.05254364672281403
1.77, 0.052956843282158064
1.78, 0.053375681578398004
1.79, 0.05380022068317187
1.8, 0.05423052430976257
1.81, 0.054666661482241946
1.82, 0.055108707289523204
1.83, 0.05555674373553836
1.84, 0.056010860698458884
1.85, 0.056471157013844295
1.86, 0.056937741698926514
1.87, 0.05741073533797628
1.88, 0.05789027165192736
1.89, 0.05837649927924852
1.9, 0.05886958379955449
1.91, 0.05936971003679381
1.92, 0.05987708468515311
1.93, 0.06039193930828924
1.94, 0.060914533771304465
1.95, 0.061445160175302035
1.96, 0.061984147376548115
1.97, 0.06253186618660393
1.98, 0.06308873536639667
1.99, 0.06365522854639494
2.0, 0.07082412024502542
2.01, 0.09348105066982618
2.02, 0.09223757754157799
2.03, 0.0911369581425865
2.04, 0.090144829754382
2.05, 0.08923773372453693
2.06, 0.08839900018237629
2.07, 0.08761639415041055
2.08, 0.08688069339729415
2.09, 0.08618478989861715
2.1, 0.08552310053974735
2.11, 0.08489116821514911
2.12, 0.08428538437334035
2.13, 0.08370279142336698
2.14, 0.08314093906965465
2.15, 0.08259777792285548
2.16, 0.0820715794147932
2.17, 0.08156087462114558
2.18, 0.08106440690281289
2.19, 0.08058109479939804
2.2, 0.08011000263329852
2.21, 0.0796503169856629
2.22, 0.079201327695417
2.23, 0.07876241237926607
2.24, 0.07833302371944977
2.25, 0.07791267894686768
2.26, 0.07750095108029363
2.27, 0.07709746158132275
2.28, 0.07670187415905808
2.29, 0.07631388951494142
2.3, 0.075933240861305
2.31, 0.07555969008053648
2.32, 0.07519302441766369
2.33, 0.0748330536194853
2.34, 0.07447960744941301
2.35, 0.07413253351992553
2.36, 0.0737916953947201
2.37, 0.07345697092087226
2.38, 0.07312825075791926
2.39, 0.0728054370762076
2.4, 0.07248844240126641
2.41, 0.07217718858459539
2.42, 0.07187160588426864
2.43, 0.07157163214126668
2.44, 0.07127721203951547
2.45, 0.07098829643937543
2.46, 0.07070484177579474
2.47, 0.07042680951357208
2.48, 0.07015416565324555
2.49, 0.06988688028201298
2.5, 0.06962492716484661
2.51, 0.06936828337163635
2.52, 0.06911692893673592
2.53, 0.06887084654777625
2.54, 0.06863002126101161
2.55, 0.06839444024083342
2.56, 0.06816409252135766
2.57, 0.06793896878828147
2.58, 0.06771906117940164
2.59, 0.06750436310238624
2.6, 0.06729486906854178
2.61, 0.06709057454146329
2.62, 0.06689147579955904
2.63, 0.06669756981154351
2.64, 0.06650885412406522
2.65, 0.06632532676071477
2.66, 0.06614698613170224
2.67, 0.06597383095354266
2.68, 0.06580586017813489
2.69, 0.06564307293063827
2.7, 0.06548546845558402
2.71, 0.0653330460706824
2.72, 0.06518580512780106
2.73, 0.06504374498061029
2.74, 0.06490686495839613
2.75, 0.06477516434556774
2.76, 0.06464864236639142
2.77, 0.06452729817448269
2.78, 0.06441113084662618
2.79, 0.06430013938047614
2.8, 0.06419432269571894
2.81, 0.06409367963828408
2.82, 0.0639982089872093
2.83, 0.06390790946376308
2.84, 0.06382277974246538
2.85, 0.06374281846363497
2.86, 0.0636680242471363
2.87, 0.06359839570698148
2.88, 0.06353393146649387
2.89, 0.06347463017372552
2.9, 0.0634204905168708
2.91, 0.06337151123939731
2.92, 0.06332769115468127
2.93, 0.06328902915990649
2.94, 0.06325552424904514
2.95, 0.06322717552473184
2.96, 0.06320398220887694
2.97, 0.06318594365188113
2.98, 0.06317305934033404
2.99, 0.06316532890310293
3.0, 0.06316275211573043
