m, wheta1t2.0
2.04, 0.5858546011836394
2.05, 0.5698580726521311
2.06, 0.5530183802953262
2.07, 0.5353388080597502
2.08, 0.5168275317916221
2.09, 0.4974965792909651
2.1, 0.47736045417979517
2.11, 0.45643451881464275
2.12, 0.43473325387908557
2.13, 0.41226851619136723
2.14, 0.3890479021193148
2.15, 0.3650732963012279
2.16, 0.34033965104733044
2.17, 0.31483400811092216
2.18, 0.2885347473339014
2.19, 0.2614110294969557
2.2, 0.23342239464213088
2.21, 0.20451848146087973
2.22, 0.17463884634257754
2.23, 0.1437128804344111
2.24, 0.11165984795197195
2.25, 0.07838909788067627
2.26, 0.04380053339961631
2.27, 0.007785458159578818
2.28, -0.029772045269791707
2.29, -0.0689930144593354
2.3, -0.11000056437870248
2.31, -0.15291566876873855
2.32, -0.19785154332491714
2.33, -0.24490646338985617
2.34, -0.29415496660161333
2.35, -0.34563758970761305
2.36, -0.3993495777034493
2.37, -0.45522937110692846
2.38, -0.5131480783989686
2.39, -0.572901488122444
2.4, -0.6342063443189399
2.41, -0.6967024658196533
2.42, -0.7599617422753329
2.43, -0.8235040988893175
2.44, -0.886819342213097
2.45, -0.9493926634259096
2.46, -1.010730808560658
2.47, -1.0703857693835057
2.48, -1.1279733579939746
2.49, -1.1831850431158255
2.5, -1.2357926434106596
2.51, -1.2856465711463776
2.52, -1.3326690706987985
2.53, -1.3768442199215283
2.54, -1.418206409045973
2.55, -1.4568287073987616
2.56, -1.49281211295342
2.57, -1.5262762659505889
2.58, -1.5573518637385684
2.59, -1.5861747665642283
2.6, -1.612881631306607
2.61, -1.6376068347348782
2.62, -1.6604804275850074
2.63, -1.6816268749015126
2.64, -1.7011643703692838
2.65, -1.7192045513881222
2.66, -1.7358524803379414
2.67, -1.7512067920227097
2.68, -1.7653599360472694
2.69, -1.77839846561971
2.7, -1.7904033414719944
2.71, -1.8014502320800219
2.72, -1.8116098000576402
2.73, -1.820947970367371
2.74, -1.8295261795879658
2.75, -1.8374016075258974
2.76, -1.844627393444068
2.77, -1.851252839472612
2.78, -1.85732360363821
2.79, -1.8628818845859925
2.8, -1.8679665996058814
2.81, -1.872613557095047
2.82, -1.876855624140465
2.83, -1.8807228895193155
2.84, -1.8842428221022616
2.85, -1.8874404244052803
2.86, -1.8903383808669667
2.87, -1.892957200321572
2.88, -1.8953153520826485
2.89, -1.8974293950386125
2.9, -1.8993140991806872
2.91, -1.9009825590233798
2.92, -1.9024462984347799
2.93, -1.9037153664562099
2.94, -1.9047984237577325
2.95, -1.9057028194399515
2.96, -1.9064346579520643
2.97, -1.9069988559491047
2.98, -1.9073991889563715
2.99, -1.9076383277461462
3.0, -1.9077178643615287
